,age,job,marital,education,credits,balance,housing,loan,contact_type,day,duration,campaign,pdays,previous,poutcome,subscription,month_num
16048,44,self-employed,married,primary,no,4,no,no,cellular,12,327,2,-1,0,2,0,8
16049,44,self-employed,married,primary,no,0,no,no,cellular,20,843,3,-1,0,2,0,11
16050,44,self-employed,divorced,tertiary,no,4,yes,no,unknown,6,312,3,-1,0,2,0,5
16051,44,self-employed,divorced,tertiary,no,2938,no,no,cellular,6,107,2,-1,0,2,0,2
16052,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,381,1,160,2,3,1,4
16053,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,137,2,104,3,1,1,8
16054,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,172,1,91,5,1,1,11
16055,44,self-employed,divorced,secondary,no,80,yes,yes,unknown,14,387,2,-1,0,2,0,5
16056,44,self-employed,divorced,secondary,no,8,no,no,cellular,26,423,4,-1,0,2,1,7
16057,44,self-employed,divorced,secondary,no,583,yes,no,cellular,14,423,3,-1,0,2,0,5
16058,44,self-employed,divorced,secondary,no,522,yes,no,cellular,8,241,1,-1,0,2,0,4
16059,44,retired,married,secondary,no,902,no,no,unknown,26,206,1,-1,0,2,0,5
16060,44,retired,married,secondary,no,7624,no,no,unknown,7,126,5,-1,0,2,0,5
16061,44,retired,married,secondary,no,2692,no,no,unknown,12,583,1,-1,0,2,0,6
16062,44,retired,married,secondary,no,181,yes,no,unknown,19,131,6,-1,0,2,0,5
16063,44,retired,married,primary,no,779,yes,no,unknown,21,233,3,-1,0,2,0,5
16064,44,retired,divorced,primary,no,2083,yes,no,unknown,28,124,1,-1,0,2,0,5
16065,44,management,single,tertiary,yes,12,yes,no,cellular,19,126,2,-1,0,2,0,11
16066,44,management,single,tertiary,no,9956,yes,no,unknown,13,194,2,-1,0,2,0,5
16067,44,management,single,tertiary,no,897,yes,yes,cellular,15,358,1,-1,0,2,0,4
16068,44,management,single,tertiary,no,825,yes,no,unknown,11,427,2,-1,0,2,0,6
16069,44,management,single,tertiary,no,780,yes,no,cellular,30,511,2,-1,0,2,0,1
16070,44,management,single,tertiary,no,709,yes,no,cellular,19,54,1,-1,0,2,0,11
16071,44,management,single,tertiary,no,670,yes,no,cellular,31,435,6,-1,0,2,0,7
16072,44,management,single,tertiary,no,639,no,no,cellular,27,69,12,-1,0,2,0,8
16073,44,management,single,tertiary,no,6350,yes,no,cellular,9,323,1,-1,0,2,0,7
16074,44,management,single,tertiary,no,617,no,no,telephone,31,30,2,-1,0,2,0,7
16075,44,management,single,tertiary,no,5063,no,no,cellular,27,418,2,-1,0,2,1,10
16076,44,management,single,tertiary,no,483,no,no,cellular,6,207,2,199,6,1,1,3
16077,44,management,single,tertiary,no,3812,no,no,cellular,20,172,2,-1,0,2,0,11
16078,44,management,single,tertiary,no,3355,yes,no,unknown,12,312,2,-1,0,2,0,6
16079,44,management,single,tertiary,no,300,yes,no,cellular,17,48,1,-1,0,2,0,11
16080,44,management,single,tertiary,no,3,yes,no,cellular,6,147,1,-1,0,2,0,5
16081,44,management,single,tertiary,no,295,yes,no,unknown,12,103,8,-1,0,2,0,5
16082,44,management,single,tertiary,no,1424,yes,no,cellular,8,201,2,-1,0,2,0,8
16083,44,management,single,tertiary,no,1356,no,yes,cellular,18,264,2,134,2,3,0,11
16084,44,management,single,tertiary,no,1277,yes,no,cellular,17,77,1,268,4,3,0,4
16085,44,management,single,tertiary,no,1206,no,no,cellular,9,160,2,-1,0,2,0,7
16086,44,management,single,tertiary,no,1090,no,no,cellular,20,178,4,93,6,1,1,10
16087,44,management,single,tertiary,no,1090,no,no,cellular,19,204,4,532,2,3,1,7
16088,44,management,single,tertiary,no,0,no,yes,cellular,14,289,3,-1,0,2,0,7
16089,44,management,single,tertiary,no,-1313,yes,yes,cellular,15,104,10,-1,0,2,0,5
16090,44,management,single,secondary,no,813,no,no,cellular,26,358,2,-1,0,2,0,8
16091,44,management,single,secondary,no,421,no,yes,cellular,5,307,1,-1,0,2,0,8
16092,44,management,single,secondary,no,3684,yes,no,cellular,17,35,3,-1,0,2,0,11
16093,44,management,single,secondary,no,3684,yes,no,cellular,15,31,5,179,3,0,0,5
16094,44,management,single,secondary,no,13,no,no,unknown,6,116,11,-1,0,2,0,6
16095,44,management,single,secondary,no,109,yes,no,cellular,20,101,4,328,3,0,0,4
16096,44,management,single,secondary,no,1012,no,no,unknown,9,440,1,-1,0,2,0,6
16097,44,management,single,secondary,no,-228,yes,yes,cellular,13,38,1,362,2,0,0,5
16098,44,management,single,primary,no,4,no,no,cellular,29,163,3,-1,0,2,0,7
16099,44,management,married,unknown,no,415,yes,no,telephone,14,7,7,-1,0,2,0,5
16100,44,management,married,unknown,no,2982,no,no,unknown,16,55,2,-1,0,2,0,6
16101,44,management,married,unknown,no,282,no,no,cellular,9,700,2,154,3,1,1,3
16102,44,management,married,unknown,no,282,no,no,cellular,6,296,3,-1,0,2,1,10
16103,44,management,married,unknown,no,2724,no,no,cellular,28,893,1,-1,0,2,1,12
16104,44,management,married,unknown,no,21,no,no,cellular,24,323,2,-1,0,2,0,8
16105,44,management,married,unknown,no,187,yes,no,unknown,7,185,1,-1,0,2,0,5
16106,44,management,married,tertiary,yes,53,yes,no,cellular,20,233,4,-1,0,2,0,11
16107,44,management,married,tertiary,yes,0,yes,no,cellular,21,123,2,-1,0,2,0,11
16108,44,management,married,tertiary,yes,-11,no,no,cellular,26,317,5,-1,0,2,0,8
16109,44,management,married,tertiary,no,870,yes,yes,cellular,12,118,2,369,1,0,0,5
16110,44,management,married,tertiary,no,839,no,no,cellular,8,240,1,40,2,3,0,11
16111,44,management,married,tertiary,no,795,no,no,cellular,28,99,24,-1,0,2,0,8
16112,44,management,married,tertiary,no,792,no,no,cellular,25,630,7,-1,0,2,1,8
16113,44,management,married,tertiary,no,786,yes,no,unknown,20,15,7,-1,0,2,0,6
16114,44,management,married,tertiary,no,7818,no,no,cellular,27,412,1,-1,0,2,1,5
16115,44,management,married,tertiary,no,773,no,yes,cellular,9,618,1,-1,0,2,0,7
16116,44,management,married,tertiary,no,764,no,yes,cellular,15,97,5,-1,0,2,0,7
16117,44,management,married,tertiary,no,7635,no,no,cellular,21,719,5,-1,0,2,0,8
16118,44,management,married,tertiary,no,756,yes,no,cellular,18,65,1,130,2,0,0,11
16119,44,management,married,tertiary,no,756,yes,no,cellular,11,122,2,-1,0,2,0,7
16120,44,management,married,tertiary,no,7485,no,no,cellular,5,187,2,-1,0,2,0,8
16121,44,management,married,tertiary,no,7454,no,no,unknown,5,243,1,-1,0,2,0,6
16122,44,management,married,tertiary,no,736,no,no,cellular,21,71,9,-1,0,2,0,11
16123,44,management,married,tertiary,no,724,yes,no,cellular,17,157,2,172,1,0,0,11
16124,44,management,married,tertiary,no,7177,no,no,unknown,19,89,2,-1,0,2,0,6
16125,44,management,married,tertiary,no,70,no,no,cellular,20,165,3,-1,0,2,0,8
16126,44,management,married,tertiary,no,6945,no,no,cellular,14,114,3,-1,0,2,0,8
16127,44,management,married,tertiary,no,677,yes,no,unknown,12,130,2,-1,0,2,0,6
16128,44,management,married,tertiary,no,673,no,no,cellular,5,105,1,-1,0,2,0,2
16129,44,management,married,tertiary,no,647,no,no,unknown,16,226,2,-1,0,2,0,6
16130,44,management,married,tertiary,no,6203,yes,yes,unknown,13,129,1,-1,0,2,0,5
16131,44,management,married,tertiary,no,6203,yes,yes,cellular,17,58,1,188,1,0,0,11
16132,44,management,married,tertiary,no,612,yes,no,unknown,29,88,2,-1,0,2,0,5
16133,44,management,married,tertiary,no,588,yes,no,unknown,5,245,2,-1,0,2,0,6
16134,44,management,married,tertiary,no,58,yes,no,cellular,17,48,1,126,3,0,0,11
16135,44,management,married,tertiary,no,58,yes,no,cellular,14,72,3,-1,0,2,0,7
16136,44,management,married,tertiary,no,5581,no,no,cellular,8,202,2,-1,0,2,0,8
16137,44,management,married,tertiary,no,529,yes,no,unknown,4,129,4,-1,0,2,0,6
16138,44,management,married,tertiary,no,5282,yes,no,unknown,30,274,1,-1,0,2,0,5
16139,44,management,married,tertiary,no,5004,no,no,cellular,20,175,2,-1,0,2,0,8
16140,44,management,married,tertiary,no,4968,yes,no,cellular,30,76,14,-1,0,2,0,7
16141,44,management,married,tertiary,no,474,yes,yes,unknown,14,183,4,-1,0,2,0,5
16142,44,management,married,tertiary,no,4460,no,no,telephone,31,168,2,-1,0,2,0,7
16143,44,management,married,tertiary,no,446,no,no,cellular,25,63,12,-1,0,2,0,7
16144,44,management,married,tertiary,no,445,no,yes,telephone,6,135,2,9,7,3,0,2
16145,44,management,married,tertiary,no,4333,no,no,cellular,6,68,6,-1,0,2,0,8
16146,44,management,married,tertiary,no,430,no,no,cellular,7,97,2,171,2,0,0,5
16147,44,management,married,tertiary,no,423,no,no,cellular,3,136,6,83,5,1,0,6
16148,44,management,married,tertiary,no,423,no,no,cellular,12,2330,5,-1,0,2,1,3
16149,44,management,married,tertiary,no,4119,yes,yes,telephone,21,1074,1,-1,0,2,1,11
16150,44,management,married,tertiary,no,4087,yes,no,unknown,19,457,5,-1,0,2,0,5
16151,44,management,married,tertiary,no,392,yes,no,unknown,9,124,2,-1,0,2,0,5
16152,44,management,married,tertiary,no,38,yes,no,telephone,16,201,2,330,8,3,0,4
16153,44,management,married,tertiary,no,38,no,no,cellular,22,98,5,-1,0,2,0,8
16154,44,management,married,tertiary,no,3762,no,no,cellular,28,125,12,-1,0,2,0,8
16155,44,management,married,tertiary,no,368,no,no,cellular,9,73,3,-1,0,2,0,7
16156,44,management,married,tertiary,no,3674,no,no,cellular,26,122,3,-1,0,2,0,8
16157,44,management,married,tertiary,no,3665,no,no,cellular,17,325,1,-1,0,2,0,3
16158,44,management,married,tertiary,no,3603,yes,no,cellular,18,198,1,-1,0,2,0,11
16159,44,management,married,tertiary,no,349,no,no,unknown,9,58,1,-1,0,2,0,6
16160,44,management,married,tertiary,no,332,yes,no,cellular,23,497,5,-1,0,2,0,7
16161,44,management,married,tertiary,no,318,no,no,cellular,18,638,2,-1,0,2,0,11
16162,44,management,married,tertiary,no,3091,yes,no,unknown,17,331,4,-1,0,2,0,6
16163,44,management,married,tertiary,no,309,yes,no,cellular,5,676,1,-1,0,2,1,2
16164,44,management,married,tertiary,no,2876,no,no,unknown,9,125,1,-1,0,2,0,6
16165,44,management,married,tertiary,no,284,yes,yes,cellular,10,109,5,-1,0,2,0,7
16166,44,management,married,tertiary,no,278,no,no,cellular,28,95,4,-1,0,2,0,8
16167,44,management,married,tertiary,no,254,yes,yes,cellular,11,145,2,300,3,0,0,5
16168,44,management,married,tertiary,no,254,no,no,cellular,26,224,6,-1,0,2,0,8
16169,44,management,married,tertiary,no,2400,yes,no,unknown,15,74,1,-1,0,2,0,5
16170,44,management,married,tertiary,no,2400,no,no,unknown,20,82,1,-1,0,2,0,6
16171,44,management,married,tertiary,no,2383,no,no,cellular,1,571,2,-1,0,2,1,7
16172,44,management,married,tertiary,no,2365,no,yes,cellular,26,159,3,-1,0,2,0,5
16173,44,management,married,tertiary,no,236,yes,yes,telephone,18,199,3,-1,0,2,0,7
16174,44,management,married,tertiary,no,2283,yes,yes,unknown,18,81,2,-1,0,2,0,6
16175,44,management,married,tertiary,no,226,yes,no,cellular,17,76,3,-1,0,2,0,11
16176,44,management,married,tertiary,no,226,yes,no,cellular,14,190,3,270,3,0,1,8
16177,44,management,married,tertiary,no,223,yes,no,unknown,9,93,2,-1,0,2,0,5
16178,44,management,married,tertiary,no,22,yes,no,cellular,6,265,2,-1,0,2,0,8
16179,44,management,married,tertiary,no,217,yes,no,cellular,28,203,4,-1,0,2,0,8
16180,44,management,married,tertiary,no,1954,no,no,cellular,2,294,1,-1,0,2,1,6
16181,44,management,married,tertiary,no,1945,no,no,unknown,14,191,1,-1,0,2,0,5
16182,44,management,married,tertiary,no,1858,no,no,cellular,6,113,4,-1,0,2,0,8
16183,44,management,married,tertiary,no,1850,yes,no,cellular,6,274,1,-1,0,2,0,5
16184,44,management,married,tertiary,no,1802,no,no,telephone,19,105,5,-1,0,2,0,8
16185,44,management,married,tertiary,no,1791,no,no,telephone,12,201,1,182,2,1,1,8
16186,44,management,married,tertiary,no,1791,no,no,cellular,11,71,1,190,1,1,1,2
16187,44,management,married,tertiary,no,1788,no,no,cellular,5,166,2,-1,0,2,0,8
16188,44,management,married,tertiary,no,1764,no,no,cellular,18,70,2,-1,0,2,0,8
16189,44,management,married,tertiary,no,1752,no,no,cellular,26,312,2,-1,0,2,0,8
16190,44,management,married,tertiary,no,17361,no,no,unknown,18,476,1,-1,0,2,0,6
16191,44,management,married,tertiary,no,1732,yes,no,unknown,30,43,1,-1,0,2,0,5
16192,44,management,married,tertiary,no,170,no,no,cellular,4,94,1,-1,0,2,0,6
16193,44,management,married,tertiary,no,17,yes,no,unknown,6,352,2,-1,0,2,0,5
16194,44,management,married,tertiary,no,167,no,no,cellular,27,96,2,-1,0,2,0,4
16195,44,management,married,tertiary,no,1646,yes,no,cellular,29,292,6,251,1,0,0,7
16196,44,management,married,tertiary,no,1590,yes,yes,cellular,21,54,8,-1,0,2,0,7
16197,44,management,married,tertiary,no,149,yes,no,cellular,29,507,1,220,2,1,0,1
16198,44,management,married,tertiary,no,1451,yes,no,cellular,5,80,7,80,15,0,0,2
16199,44,management,married,tertiary,no,1451,yes,no,cellular,17,157,3,150,12,0,0,11
16200,44,management,married,tertiary,no,13893,no,no,unknown,11,29,2,-1,0,2,0,6
16201,44,management,married,tertiary,no,13853,yes,no,cellular,18,1329,3,-1,0,2,0,11
16202,44,management,married,tertiary,no,1383,no,no,cellular,22,243,12,-1,0,2,0,8
16203,44,management,married,tertiary,no,1286,yes,no,unknown,20,268,3,-1,0,2,0,6
16204,44,management,married,tertiary,no,126,yes,no,unknown,13,92,1,-1,0,2,0,5
16205,44,management,married,tertiary,no,1242,yes,no,cellular,6,384,6,-1,0,2,0,8
16206,44,management,married,tertiary,no,12392,yes,no,cellular,13,177,3,343,1,3,0,5
16207,44,management,married,tertiary,no,119,yes,no,cellular,10,67,1,-1,0,2,0,7
16208,44,management,married,tertiary,no,1138,no,no,cellular,27,523,3,-1,0,2,1,8
16209,44,management,married,tertiary,no,10950,yes,no,cellular,7,84,1,-1,0,2,0,8
16210,44,management,married,tertiary,no,1058,no,no,cellular,11,188,3,-1,0,2,1,3
16211,44,management,married,tertiary,no,105,yes,no,unknown,6,1529,2,-1,0,2,0,5
16212,44,management,married,tertiary,no,1036,no,no,cellular,25,491,1,-1,0,2,0,9
16213,44,management,married,tertiary,no,1034,no,no,cellular,17,73,1,-1,0,2,0,11
16214,44,management,married,tertiary,no,1033,yes,no,unknown,15,71,1,-1,0,2,0,5
16215,44,management,married,tertiary,no,0,yes,yes,cellular,18,54,1,-1,0,2,0,11
16216,44,management,married,tertiary,no,0,yes,no,unknown,28,260,1,-1,0,2,0,5
16217,44,management,married,tertiary,no,0,yes,no,telephone,24,81,2,-1,0,2,0,7
16218,44,management,married,tertiary,no,0,yes,no,cellular,31,49,5,-1,0,2,0,7
16219,44,management,married,tertiary,no,0,yes,no,cellular,20,141,3,-1,0,2,0,8
16220,44,management,married,tertiary,no,0,yes,no,cellular,11,78,2,264,3,0,0,5
16221,44,management,married,tertiary,no,0,no,yes,cellular,29,129,6,-1,0,2,0,7
16222,44,management,married,tertiary,no,0,no,yes,cellular,19,70,2,-1,0,2,0,8
16223,44,management,married,tertiary,no,0,no,no,unknown,13,27,1,-1,0,2,0,5
16224,44,management,married,tertiary,no,0,no,no,unknown,12,72,1,-1,0,2,0,6
16225,44,management,married,tertiary,no,0,no,no,cellular,8,54,2,-1,0,2,0,7
16226,44,management,married,tertiary,no,0,no,no,cellular,28,320,2,-1,0,2,0,1
16227,44,management,married,tertiary,no,0,no,no,cellular,28,43,1,-1,0,2,0,8
16228,44,management,married,tertiary,no,0,no,no,cellular,26,130,4,-1,0,2,0,8
16229,44,management,married,tertiary,no,0,no,no,cellular,20,122,2,-1,0,2,0,8
16230,44,management,married,tertiary,no,-84,yes,no,cellular,27,159,6,-1,0,2,0,8
16231,44,management,married,tertiary,no,-8,yes,no,cellular,11,472,1,356,2,0,0,5
16232,44,management,married,tertiary,no,-692,no,yes,cellular,21,52,2,-1,0,2,0,11
16233,44,management,married,tertiary,no,-68,no,yes,cellular,25,121,4,-1,0,2,0,8
16234,44,management,married,tertiary,no,-61,no,no,cellular,11,1015,1,-1,0,2,0,8
16235,44,management,married,tertiary,no,-600,yes,no,cellular,18,360,1,-1,0,2,0,8
16236,44,management,married,tertiary,no,-367,yes,yes,cellular,19,206,5,-1,0,2,0,11
16237,44,management,married,tertiary,no,-199,yes,no,telephone,22,261,12,-1,0,2,0,7
16238,44,management,married,tertiary,no,-1636,yes,yes,cellular,11,257,1,-1,0,2,0,5
16239,44,management,married,secondary,yes,0,yes,no,cellular,11,96,2,-1,0,2,0,7
16240,44,management,married,secondary,no,991,no,no,cellular,2,194,1,-1,0,2,0,2
16241,44,management,married,secondary,no,8262,yes,no,cellular,6,150,1,257,16,0,0,4
16242,44,management,married,secondary,no,8262,yes,no,cellular,23,201,16,-1,0,2,0,7
16243,44,management,married,secondary,no,781,yes,no,cellular,12,112,5,-1,0,2,0,8
16244,44,management,married,secondary,no,597,yes,no,cellular,7,137,2,-1,0,2,0,8
16245,44,management,married,secondary,no,576,yes,no,unknown,8,128,3,-1,0,2,0,5
16246,44,management,married,secondary,no,491,yes,yes,cellular,11,40,4,-1,0,2,0,5
16247,44,management,married,secondary,no,488,no,yes,cellular,30,292,11,-1,0,2,0,7
16248,44,management,married,secondary,no,488,no,yes,cellular,29,138,2,183,11,0,0,1
16249,44,management,married,secondary,no,4425,no,no,cellular,30,477,2,-1,0,2,0,7
16250,44,management,married,secondary,no,438,yes,no,telephone,9,42,1,-1,0,2,0,7
16251,44,management,married,secondary,no,438,yes,no,telephone,8,37,3,303,1,0,0,5
16252,44,management,married,secondary,no,38,yes,no,unknown,15,152,2,-1,0,2,0,5
16253,44,management,married,secondary,no,3286,yes,no,cellular,18,569,1,-1,0,2,0,7
16254,44,management,married,secondary,no,2984,yes,no,unknown,15,770,2,-1,0,2,0,5
16255,44,management,married,secondary,no,2897,no,no,cellular,5,296,1,180,4,3,0,4
16256,44,management,married,secondary,no,27,yes,no,unknown,29,158,1,-1,0,2,0,5
16257,44,management,married,secondary,no,238,no,no,cellular,19,147,3,-1,0,2,0,8
16258,44,management,married,secondary,no,13054,yes,no,unknown,20,23,7,-1,0,2,0,6
16259,44,management,married,secondary,no,13054,yes,no,cellular,11,471,2,174,12,3,0,5
16260,44,management,married,secondary,no,11972,no,no,unknown,19,127,1,-1,0,2,0,6
16261,44,management,married,secondary,no,1138,yes,no,cellular,21,116,2,-1,0,2,0,11
16262,44,management,married,secondary,no,1103,no,no,cellular,20,82,1,-1,0,2,0,11
16263,44,management,married,secondary,no,0,no,no,cellular,21,167,2,-1,0,2,0,8
16264,44,management,married,secondary,no,-665,no,no,cellular,30,342,3,-1,0,2,0,7
16265,44,management,married,secondary,no,-1746,yes,no,unknown,20,218,1,-1,0,2,0,6
16266,44,management,married,primary,no,558,no,no,cellular,19,268,5,-1,0,2,1,2
16267,44,management,married,primary,no,5418,yes,yes,cellular,29,188,1,185,5,0,0,1
16268,44,management,married,primary,no,5418,yes,yes,cellular,28,58,5,-1,0,2,0,7
16269,44,management,married,primary,no,4758,yes,no,cellular,22,712,6,-1,0,2,1,7
16270,44,management,married,primary,no,294,no,no,cellular,16,165,3,-1,0,2,1,4
16271,44,management,married,primary,no,2276,yes,no,unknown,17,321,1,-1,0,2,0,6
16272,44,management,married,primary,no,1880,yes,no,cellular,18,34,1,124,6,0,0,11
16273,44,management,married,primary,no,107,no,no,unknown,24,183,3,-1,0,2,0,6
16274,44,management,divorced,unknown,no,1784,no,yes,cellular,21,279,1,-1,0,2,0,11
16275,44,management,divorced,tertiary,yes,-411,yes,no,unknown,2,432,4,-1,0,2,1,6
16276,44,management,divorced,tertiary,yes,-26,no,no,cellular,22,92,4,-1,0,2,0,8
16277,44,management,divorced,tertiary,no,96,no,no,cellular,25,119,2,-1,0,2,0,8
16278,44,management,divorced,tertiary,no,935,no,no,cellular,11,70,5,-1,0,2,0,8
16279,44,management,divorced,tertiary,no,7541,yes,no,telephone,1,55,2,82,1,3,0,6
16280,44,management,divorced,tertiary,no,71,yes,no,cellular,7,142,2,-1,0,2,0,8
16281,44,management,divorced,tertiary,no,6486,no,no,cellular,30,272,4,-1,0,2,0,7
16282,44,management,divorced,tertiary,no,6285,yes,no,cellular,20,136,3,125,2,3,0,11
16283,44,management,divorced,tertiary,no,5773,no,no,unknown,23,597,6,-1,0,2,1,5
16284,44,management,divorced,tertiary,no,476,yes,yes,unknown,26,127,2,-1,0,2,0,5
16285,44,management,divorced,tertiary,no,409,yes,no,unknown,19,333,1,-1,0,2,0,5
16286,44,management,divorced,tertiary,no,3932,yes,no,unknown,8,40,2,-1,0,2,0,5
16287,44,management,divorced,tertiary,no,388,yes,no,telephone,13,246,2,370,2,1,0,5
16288,44,management,divorced,tertiary,no,36,no,no,cellular,26,127,2,153,3,0,0,10
16289,44,management,divorced,tertiary,no,347,yes,yes,cellular,14,63,2,-1,0,2,0,8
16290,44,management,divorced,tertiary,no,3340,no,no,unknown,18,251,1,-1,0,2,0,11
16291,44,management,divorced,tertiary,no,3321,no,no,cellular,13,73,3,-1,0,2,0,8
16292,44,management,divorced,tertiary,no,3,no,no,cellular,6,248,1,-1,0,2,0,5
16293,44,management,divorced,tertiary,no,2696,yes,yes,cellular,12,58,1,-1,0,2,0,5
16294,44,management,divorced,tertiary,no,243,no,no,cellular,21,118,4,-1,0,2,0,8
16295,44,management,divorced,tertiary,no,2422,yes,no,cellular,21,141,2,-1,0,2,0,7
16296,44,management,divorced,tertiary,no,2422,yes,no,cellular,16,399,2,269,2,0,0,4
16297,44,management,divorced,tertiary,no,2367,no,no,cellular,22,263,1,184,6,1,1,9
16298,44,management,divorced,tertiary,no,2237,yes,no,unknown,20,125,2,-1,0,2,0,6
16299,44,management,divorced,tertiary,no,213,yes,no,cellular,20,65,2,-1,0,2,0,4
16300,44,management,divorced,tertiary,no,2058,no,yes,cellular,21,661,1,-1,0,2,0,11
16301,44,management,divorced,tertiary,no,193,no,yes,cellular,8,104,2,-1,0,2,0,7
16302,44,management,divorced,tertiary,no,1467,no,no,unknown,17,49,1,-1,0,2,0,6
16303,44,management,divorced,tertiary,no,1379,yes,no,unknown,30,119,1,-1,0,2,0,5
16304,44,management,divorced,tertiary,no,0,yes,yes,cellular,5,297,2,167,1,0,0,5
16305,44,management,divorced,tertiary,no,0,yes,yes,cellular,19,128,1,-1,0,2,0,11
16306,44,management,divorced,tertiary,no,0,yes,no,telephone,7,146,4,-1,0,2,0,5
16307,44,management,divorced,tertiary,no,0,no,no,unknown,6,373,1,-1,0,2,0,6
16308,44,management,divorced,tertiary,no,0,no,no,unknown,18,491,3,-1,0,2,0,6
16309,44,management,divorced,tertiary,no,0,no,no,cellular,28,70,10,-1,0,2,0,8
16310,44,management,divorced,tertiary,no,0,no,no,cellular,22,54,2,-1,0,2,0,8
16311,44,management,divorced,tertiary,no,0,no,no,cellular,13,169,2,-1,0,2,0,8
16312,44,management,divorced,tertiary,no,0,no,no,cellular,10,71,1,-1,0,2,0,8
16313,44,management,divorced,tertiary,no,-90,yes,no,cellular,21,472,1,-1,0,2,0,7
16314,44,management,divorced,tertiary,no,-710,yes,no,cellular,10,183,1,-1,0,2,0,7
16315,44,management,divorced,secondary,no,5757,yes,no,cellular,18,114,1,-1,0,2,0,5
16316,44,management,divorced,secondary,no,0,yes,no,telephone,19,319,1,-1,0,2,0,11
16317,44,management,divorced,primary,no,641,yes,no,cellular,5,79,2,269,3,3,0,2
16318,44,housemaid,single,secondary,no,299,no,no,cellular,20,186,1,-1,0,2,0,11
16319,44,housemaid,single,primary,no,1059,no,no,unknown,18,2093,1,-1,0,2,1,6
16320,44,housemaid,married,tertiary,no,460,no,no,unknown,17,491,1,-1,0,2,0,6
16321,44,housemaid,married,secondary,no,829,no,no,cellular,28,47,3,-1,0,2,0,7
16322,44,housemaid,married,secondary,no,281,yes,no,unknown,8,604,1,-1,0,2,0,5
16323,44,housemaid,married,secondary,no,2541,no,no,cellular,27,138,3,-1,0,2,0,8
16324,44,housemaid,married,secondary,no,192,no,no,unknown,11,232,2,-1,0,2,0,6
16325,44,housemaid,married,secondary,no,122,no,no,cellular,28,68,2,-1,0,2,0,1
16326,44,housemaid,married,primary,yes,-972,yes,yes,unknown,16,114,2,-1,0,2,0,5
16327,44,housemaid,married,primary,no,93,no,no,cellular,12,163,2,-1,0,2,0,8
16328,44,housemaid,married,primary,no,882,no,no,telephone,14,187,4,-1,0,2,0,8
16329,44,housemaid,married,primary,no,71,yes,no,cellular,11,251,2,-1,0,2,0,7
16330,44,housemaid,married,primary,no,64,no,yes,cellular,29,223,6,-1,0,2,0,7
16331,44,housemaid,married,primary,no,41,no,no,cellular,22,299,1,-1,0,2,0,8
16332,44,housemaid,married,primary,no,398,no,no,cellular,7,187,3,-1,0,2,0,7
16333,44,housemaid,married,primary,no,3706,no,no,unknown,17,209,3,-1,0,2,0,6
16334,44,housemaid,married,primary,no,26,yes,no,cellular,23,952,2,-1,0,2,0,7
16335,44,housemaid,married,primary,no,241,yes,no,telephone,14,164,3,-1,0,2,0,7
16336,44,housemaid,married,primary,no,2388,no,no,cellular,21,570,2,-1,0,2,0,11
16337,44,housemaid,married,primary,no,2351,no,no,unknown,16,250,2,-1,0,2,0,6
16338,44,housemaid,married,primary,no,1342,yes,yes,telephone,14,112,2,370,2,0,0,5
16339,44,housemaid,married,primary,no,1109,yes,yes,cellular,29,176,4,-1,0,2,0,7
16340,44,housemaid,married,primary,no,1037,yes,no,cellular,21,319,1,-1,0,2,0,7
16341,44,housemaid,married,primary,no,0,yes,no,telephone,9,224,1,-1,0,2,0,7
16342,44,housemaid,married,primary,no,0,no,no,telephone,31,21,38,-1,0,2,0,7
16343,44,housemaid,married,primary,no,0,no,no,cellular,20,174,5,-1,0,2,0,8
16344,44,housemaid,married,primary,no,-227,no,yes,cellular,7,153,1,-1,0,2,0,7
16345,44,housemaid,married,primary,no,-156,no,yes,cellular,30,1211,2,-1,0,2,1,7
16346,44,housemaid,divorced,secondary,no,653,no,no,cellular,17,475,1,-1,0,2,0,11
16347,44,housemaid,divorced,primary,no,629,no,no,cellular,30,432,4,-1,0,2,0,7
16348,44,entrepreneur,single,unknown,no,323,no,no,cellular,28,332,2,181,2,0,1,7
16349,44,entrepreneur,single,tertiary,no,1240,yes,no,cellular,18,88,1,-1,0,2,0,11
16350,44,entrepreneur,single,tertiary,no,1136,yes,yes,cellular,3,345,2,249,7,3,0,4
16351,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,552,2,-1,0,2,1,8
16352,44,entrepreneur,married,tertiary,no,5156,yes,no,cellular,4,54,1,-1,0,2,0,2
16353,44,entrepreneur,married,tertiary,no,468,yes,yes,telephone,15,289,2,-1,0,2,0,7
16354,44,entrepreneur,married,tertiary,no,3850,no,no,cellular,3,130,2,-1,0,2,0,2
16355,44,entrepreneur,married,tertiary,no,3689,yes,no,unknown,16,134,3,-1,0,2,0,5
16356,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,290,2,153,3,0,0,1
16357,44,entrepreneur,married,tertiary,no,3463,yes,yes,cellular,28,210,3,-1,0,2,0,8
16358,44,entrepreneur,married,tertiary,no,31,no,no,unknown,9,467,1,-1,0,2,0,6
16359,44,entrepreneur,married,tertiary,no,307,yes,no,unknown,2,338,2,-1,0,2,0,6
